binding URI,file URL,msID,shelfmark,collection,binding,condition,decoNote,binding contemporary,binding not after,binding not before,binding height,binding height max,binding height min,binding width,binding width max,binding width min,binding depth,binding depth max,binding depth min,binding unit
MS_Auct_D_3_10_binding_1,manuscript_443,MS_Auct_D_3_10,MS. Auct. D. 3. 10,Auct D,Stamped white sheepskin (about 1602) over older sewing.,,,,,,13.875,13.875,13.875,9.5,9.5,9.5,,,,in
MS_Auct_D_3_11_binding_1,manuscript_444,MS_Auct_D_3_11,MS. Auct. D. 3. 11,Auct D,"White leather on boards, re-backed and repaired, English 15th cent. work.",,,,1500,1400,10.625,10.625,10.625,8,8,8,,,,in
MS_Auct_D_3_12_binding_1,manuscript_445,MS_Auct_D_3_12,MS. Auct. D. 3. 12,Auct D,"Poor red leather on older boards, probably Reading early 16th cent. work, worn.",,,,1600,1500,10.25,10.25,10.25,7.125,7.125,7.125,,,,in
MS_Auct_D_3_13_binding_1,manuscript_446,MS_Auct_D_3_13,MS. Auct. D. 3. 13,Auct D,"White leather on older reversed boards, clasp lost, English 15th cent. work, worn and repaired",,,,1500,1400,13.375,13.375,13.375,9.875,9.875,9.875,,,,in
MS_Auct_D_3_14_binding_1,manuscript_447,MS_Auct_D_3_14,MS. Auct. D. 3. 14,Auct D,"White leather on boards, title and press-mark on back, strap and pin wanting, contemporary English work.",,,true,,,,,,,,,,,,
MS_Auct_D_3_15_binding_1,manuscript_448,MS_Auct_D_3_15,MS. Auct. D. 3. 15,Auct D,"Original boards, recovered with red leather, Reading work, early 16th cent",,,,1525,1190,12.875,12.875,12.875,10.5,10.5,10.5,,,,in
MS_Auct_D_3_2_binding_1,manuscript_451,MS_Auct_D_3_2,MS. Auct. D. 3. 2,Auct D,"Red leather with gold ornament, English, 16th century.",,,,1600,1500,,,,,,,,,,
MS_Auct_D_3_3_binding_1,manuscript_452,MS_Auct_D_3_3,MS. Auct. D. 3. 3,Auct D,"Stamped brown leather on boards, London binding in Continental style, about A.D. 1600.",,,,,,,,,,,,,,,
MS_Auct_D_3_4_binding_1,manuscript_453,MS_Auct_D_3_4,MS. Auct. D. 3. 4,Auct D,"Red leather on boards, two sets of clasps lost, English 15th cent. work",,,,1500,1400,11,11,11,7.875,7.875,7.875,,,,in
MS_Auct_D_3_5_binding_1,manuscript_454,MS_Auct_D_3_5,MS. Auct. D. 3. 5,Auct D,"Brown leather stamped with the arms of Hatton of Holdenby as in SC 4056, with green strings, English early 17th-cent. work.",,,,1625,1600,,,,,,,,,,
MS_Auct_D_3_9_binding_1,manuscript_458,MS_Auct_D_3_9,MS. Auct. D. 3. 9,Auct D,White leather (early 16th cent. ?) on older (14th cent. ?) solid leather boards.,,,,1510,1300,12,12,12,8.75,8.75,8.75,,,,in
MS_Auct_D_4_10_binding_1,manuscript_460,MS_Auct_D_4_10,MS. Auct. D. 4. 10,Auct D,"Brown leather, blind-tooled, 17th-cent. English work.",,,,1700,1600,,,,,,,,,,
MS_Auct_D_4_13_binding_1,manuscript_463,MS_Auct_D_4_13,MS. Auct. D. 4. 13,Auct D,Whittawed leather over boards (period 3).,,,,1500,1400,,,,,,,,,,
MS_Auct_D_4_17_binding_1,manuscript_466,MS_Auct_D_4_17,MS. Auct. D. 4. 17,Auct D,"Brown leather with ornamental corners and centre bosses of brass, clasps lost, late 16th cent. English binding.",,,,1600,1500,,,,,,,,,,
MS_Auct_D_4_18_binding_1,manuscript_467,MS_Auct_D_4_18,MS. Auct. D. 4. 18,Auct D,"Red leather on older boards, early 16th cent. Reading (?) work.",,,,1525,1500,8.625,8.625,8.625,6.25,6.25,6.25,,,,in
MS_Auct_D_4_2_binding_2,manuscript_469,MS_Auct_D_4_2,MS. Auct. D. 4. 2,Auct D,"Leather spine, 16th century (?), with six raised bands, decorated with gilt floral designs. Panels between the raised bands are framed with double gilt fillet lines. Edges of wood boards, framing the spine, are covered with leather decorated with gilt floral designs. Faded inscription on the second panel from the top, possibly ‘Priv’, with ‘66’ written over it in ink. Printed paper label on spine with ‘D || 4. 2’. Fittings of two clasps, now missing. Gilt gauffered edges of textblock. ‘66’ written in ink on the fore-edge. saltem",,,,1600,1500,,,,,,,,,,
MS_Auct_D_4_2_binding_1,manuscript_469,MS_Auct_D_4_2,MS. Auct. D. 4. 2,Auct D,"Wood boards, enclosed in silver, Flemish or French, late 14th century. Silver panels, engraved with the Coronation of the Virgin (upper cover) and Annunciation (lower cover), overlaid with transparent enamel. Both panels are slightly damaged, with losses of enamel exposing the underlying design on the silver. The panels are set in silver-gilt borders with applied foliate scrolls. The border is fragmentary on the lower cover. Four raised studs of silver with engraved flowers in four corners on the upper cover, designed to prevent the cover touching the surface when lying flat. Only two studs are still preserved on the lower cover. The work of the atelier of the ‘Royal Gold Cup’ in the British Museum, London (Pächt and Alexander, 1966–73).",,,,1400,1375,,,,,,,,,,
MS_Auct_D_4_3_binding_1,manuscript_473,MS_Auct_D_4_3,MS. Auct. D. 4. 3,Auct D,"Faded red tawed leather over wood boards with a slightly rounded bevel, possibly original. Sewn on four double leather cords; four raised bands on spine. Paper label on spine with printed ‘D. || 4. 3.’; ‘103’ written on spine in white paint. Fragments of two leather straps (now lost) on the upper cover and two catches made of yellow metal on the lower cover. Gilt edges of textblock (gilding post-dates the binding (?)). Fols. i and 227, probably originally pastedowns, were already detached from the covers in the 15th century (fol. i recto contains late 15th-century additions).",,,true,,,,,,,,,,,,
MS_Auct_D_4_4_binding_1,manuscript_474,MS_Auct_D_4_4,MS. Auct. D. 4. 4,Auct D,"Modern binding, dated 1957; dark brown leather over pasteboard. Six raised bands on spine. Gilt lettering on spine ‘MS. AUCT. || D. 4. 4’. Fragment of a paper label on spine printed ‘62’. Modern laid paper pastedowns and fly-leaves.Fols. ii recto and 173v were the pastedowns of an earlier binding, no later than the 16th century. Both have impressions of six double cords and of turn-ins of brown tanned leather from an earlier binding and perhaps of ‘V’-shaped channels leaving traces of white material from a yet earlier binding. The former pastedowns have patterns of holes, doubtless caused by the fittings of a pair of clasps at the fore-edge. The edges of textblock are gilt and gauffered.",,,,,,,,,,,,,,,
MS_Auct_D_4_6_binding_1,manuscript_476,MS_Auct_D_4_6,MS. Auct. D. 4. 6,Auct D,"Brown leather over pasteboard, 18th century, first half. Blind double fillet lines and blind roll arabesque border round the outer edge of both covers. Rebacked in the 20th century in the Bodleian with the original spine relaid. Sewn on four cords; four raised bands on spine. Gilt lettering on spine ‘NE . A . 3 . 7 .’ (see Summary catalogue, vol. 1, p. xii). Late 18th-century paper label on spine ‘D 4 6’. Fly-leaves made of 18th-century laid paper, no watermarks.",,,,1800,1700,,,,,,,,,,
MS_Auct_D_4_8_binding_1,manuscript_478,MS_Auct_D_4_8,MS. Auct. D. 4. 8,Auct D,"Brown leather with gold ornament, strings cut off, work of about 1610.Oxford",,,,,,,,,,,,,,,
MS_Auct_D_4_9_binding_1,manuscript_479,MS_Auct_D_4_9,MS. Auct. D. 4. 9,Auct D,", late 16th cent.Oxford",,,,1600,1575,,,,,,,,,,
MS_Auct_D_5_1_binding_1,manuscript_480,MS_Auct_D_5_1,MS. Auct. D. 5. 1,Auct D,"Is stamped red leather with brass bosses and clasps, German work of about 1515, for Johannes Trithemius.",,,,,,,,,,,,,,,
MS_Auct_D_5_11_binding_1,manuscript_482,MS_Auct_D_5_11,MS. Auct. D. 5. 11,Auct D,"White parchment with inlaid dark-red leather, all with gold stamped ornament, on each side the arms of James I, with clasp and lock, English work.",,,,1625,1566,,,,,,,,,,
MS_Auct_D_5_12_binding_1,manuscript_483,MS_Auct_D_5_12,MS. Auct. D. 5. 12,Auct D,"Brown calf with gilt ornament, probably London work of the late 16th cent.",,,,1600,1575,,,,,,,,,,
MS_Auct_D_5_14_binding_1,manuscript_485,MS_Auct_D_5_14,MS. Auct. D. 5. 14,Auct D,"Reddish leather on boards, stamped with gold ornament, late 16th century work.OxfordTraces of an earlier binding.",,,,1600,1575,6.5,6.5,6.5,4.75,4.75,4.75,,,,in
MS_Auct_D_5_17_binding_1,manuscript_488,MS_Auct_D_5_17,MS. Auct. D. 5. 17,Auct D,"Gold ornament on black leather, Italian style, 16th cent., with arms inserted on the sides",,,,1600,1500,6.625,6.625,6.625,4.5,4.5,4.5,,,,in
MS_Auct_D_5_5_binding_1,manuscript_496,MS_Auct_D_5_5,MS. Auct. D. 5. 5,Auct D,17th- or 18th-century binding of leather over pasteboard; sewn on three double bands.,,,,1800,1700,,,,,,,,,,
MS_Auct_D_5_6_binding_1,manuscript_497,MS_Auct_D_5_6,MS. Auct. D. 5. 6,Auct D,"Stamped brown leather on boards, work about 1560, initials G. K.Oxford",,,,1570,1550,7,7,7,4.75,4.75,4.75,,,,in
MS_Auct_D_5_7_binding_1,manuscript_498,MS_Auct_D_5_7,MS. Auct. D. 5. 7,Auct D,"Brown stamped leather with royal arms and garter and 'Deus det nobis suam pacem et post mortam [sic] vitam etemam', with brass clasps, English work of the 1st half of the 16th cent. (not unlike Weale's South Kensington Bookbindings, pt. 2 [1898], English Rubbings 171), repaired.",,,,1600,1500,,,,,,,,,,
MS_Auct_D_5_8_binding_1,manuscript_499,MS_Auct_D_5_8,MS. Auct. D. 5. 8,Auct D,"White leather on bevelled boards, two clasps, broken, brass and leather, 15th-cent. English work.",,,,1500,1400,,,,,,,,,,
MS_Auct_D_5_9_binding_1,manuscript_500,MS_Auct_D_5_9,MS. Auct. D. 5. 9,Auct D,"Green velvet, gilt edges, strings cut off, English 16th century work.",,,,1600,1500,,,,,,,,,,
MS_Auct_D_inf_2_10_binding_1,manuscript_502,MS_Auct_D_inf_2_10,MS. Auct. D. inf. 2. 10,Auct D,"Leather stained red on boards, 15th cent. English work.",,,,1500,1400,11.875,11.875,11.875,8.125,8.125,8.125,,,,in
MS_Auct_D_inf_2_11_binding_1,manuscript_503,MS_Auct_D_inf_2_11,MS. Auct. D. inf. 2. 11,Auct D,"Purple velvet with gilt corner pieces, English, 16th century.",,,,1600,1500,,,,,,,,,,
MS_Auct_D_inf_2_12_binding_1,manuscript_504,MS_Auct_D_inf_2_12,MS. Auct. D. inf. 2. 12,Auct D,"Red plush on early boards, attached is a repoussé silver-gilt crucifix of inferior Greek 14th cent. workmanship, damaged, clasps and corner-pieces wanting.",,,,1600,1300,,,,,,,,,,
MS_Auct_D_inf_2_4_binding_1,manuscript_514,MS_Auct_D_inf_2_4,MS. Auct. D. inf. 2. 4,Auct D,"Stamped brown leather on boards, reproduced in S. Gibson's Some Notable Bodleian Bindings, pl. 6, Oxford work of about 1480.",,,,,,,,,,,,,,,
MS_Auct_D_inf_2_5_binding_1,manuscript_515,MS_Auct_D_inf_2_5,MS. Auct. D. inf. 2. 5,Auct D,"Light-brown stamped leather on boards, clasps and bosses lost, with metal corners, re-backed, French 15th cent. work.",,,,1500,1400,,,,,,,,,,
MSS_Auct_E_inf_1–2_binding_1,manuscript_520,MSS_Auct_E_inf_1–2,MSS. Auct. E. inf. 1-2,Auct E,"Leather over boards (Oxford, 1602).",Rebacked.,Blind-tooled.,,,,,,,,,,,,,
MS_Auct_E_1_11_binding_1,manuscript_523,MS_Auct_E_1_11,MS. Auct. E. 1. 11,Auct E,"Stamped red and black leather with gold ornament, re-backed; sides inlaid with plaquettes by ; bound in Venice for Diego Hurtado de Mendoza (see Provenance) about 1545-6 (see A. Hobson, 'Two Venetian bindings for Diego Hurtado de Mendoza', 24 (1975), 33-6).Valerio Belli Vicentino (d. 1546)The Book Collector",,,,1546,1539,,,,,,,,,,
MS_Auct_E_1_13_binding_1,manuscript_525,MS_Auct_E_1_13,MS. Auct. E. 1. 13,Auct E,"White stamped pigskin on boards, with bevelled edges and clasps, 16th cent. German (?) work.",,,,1600,1500,,,,,,,,,,
MS_Auct_E_1_6_binding_1,manuscript_531,MS_Auct_E_1_6,MS. Auct. E. 1. 6,Auct E,"Red stamped leather on boards, perhaps about A.D. 1500, Eastern European work, with traces of claspfittings: [on outside of front cover a parchment label with table of contents and press-mark 'Gr. 2a'. Cr.].",,,,,,,,,,,,,,,
MS_Auct_E_2_12_binding_1,manuscript_538,MS_Auct_E_2_12,MS. Auct. E. 2. 12,Auct E,"Reddish brown leather with fine stamped gold ornament, English work, late 16th cent.",,,,1600,1500,,,,,,,,,,
MS_Auct_E_2_17_binding_1,manuscript_543,MS_Auct_E_2_17,MS. Auct. E. 2. 17,Auct E,"Stamped red leather, Italian work of about A.D. 1600.",,,,,,,,,,,,,,,
MS_Auct_E_2_18_binding_1,manuscript_544,MS_Auct_E_2_18,MS. Auct. E. 2. 18,Auct E,"Stamped red leather, Italian work of about A.D. 1600.",,,,1600,1500,,,,,,,,,,
MS_Auct_E_2_19_binding_1,manuscript_545,MS_Auct_E_2_19,MS. Auct. E. 2. 19,Auct E,Brown tanned calf over laminated pulpboard.,,,,1600,1400,,,,,,,,,,
MS_Auct_E_2_21_binding_1,manuscript_548,MS_Auct_E_2_21,MS. Auct. E. 2. 21,Auct E,"Gold ornament on limp parchment, 2nd half of 16th cent., English work.",,,,1600,1500,,,,,,,,,,
MS_Auct_E_2_7_binding_1,manuscript_554,MS_Auct_E_2_7,MS. Auct. E. 2. 7,Auct E,"Olive leather with fine gold ornament and 'B.E.', with silver clasps, Italian? work, late 16th century",,,,1600,1500,,,,,,,,,,
MS_Auct_E_4_12_binding_1,manuscript_558,MS_Auct_E_4_12,MS. Auct. E. 4. 12,Auct E,Binding modern.,,,,,1600,,,,,,,,,,
MS_Auct_E_inf_7_binding_1,manuscript_587,MS_Auct_E_inf_7,MS. Auct. E. inf. 7,Auct E,"White whittawed leather over boards, 15th century (?), repaired.",,,,1500,1400,,,,,,,,,,
MS_Auct_F_1_14_binding_1,manuscript_592,MS_Auct_F_1_14,MS. Auct. F. 1. 14,Auct F,"Red leather on boards, stamped and ornamented, with a shield bearing a raven let into the centre of each side (late 15th cent. Italian work, for Matthias Corvinus, king of Hungary, d. 1490), 'SENECA TRAGEDIE' on the back board and fore-edge. R25 in the classification of Corvinian bindings by Marianna Rozsondai in (Modena, 2002), 249-59.Nel segno del corvo",,,,1500,1400,,,,,,,,,,
MS_Auct_F_1_15_binding_1,manuscript_593,MS_Auct_F_1_15,MS. Auct. F. 1. 15,Auct F,White sheepskin (about 1602) over older sewing and boards (the boards had been reversed for a re-binding which preceded that of 1602).,,,,,,,,,,,,,,,
MS_Auct_F_1_2_binding_1,manuscript_597,MS_Auct_F_1_2,MS. Auct. F. 1. 2,Auct F,"Brown leather, with stamped ornament: in the middle of each side an ornament including a tree with dependent label bearing noli altvm sapere, London work of about 1609.",,,,,,,,,,,,,,,
MS_Auct_F_1_3_binding_1,manuscript_598,MS_Auct_F_1_3,MS. Auct. F. 1. 3,Auct F,"Early seventeenth century binding of calf over pasteboards, perhaps attributable to (for whom see Robert Birley, 'The History of Eton College Library', , 5th ser. 11 (1956), 231–261, at 246-9), stamped in gilt with cornerpieces and a centerpiece, in the centre of which is a tree with the device 'Noli sapere'; ties lost.Williamson of Eton CollegeThe Libraryalium",,,,1609,1600,,,,,,,,,,
MS_Auct_F_1_4_binding_1,manuscript_599,MS_Auct_F_1_4,MS. Auct. F. 1. 4,Auct F,"Blind-stamped calf over pasteboard, , late 16th century: cf. D. Pearson, (2000), centrepiece i, state b (p. 76, fig. 41)OxfordOxford Bookbinding 1500-1640",,,,1600,1590,,,,,,,,,,
MS_Auct_F_1_8_binding_1,manuscript_603,MS_Auct_F_1_8,MS. Auct. F. 1. 8,Auct F,"Stamped leather on boards, Oxford early 17th cent. work, by G. K.",,,,1700,1600,13.5,13.5,13.5,9.625,9.625,9.625,,,,in
MS_Auct_F_2_11_binding_1,manuscript_607,MS_Auct_F_2_11,MS. Auct. F. 2. 11,Auct F,"Blind-stamped leather over boards, late 15th century (original?).",,,,1500,1475,,,,,,,,,,
MS_Auct_F_2_14_binding_1,manuscript_610,MS_Auct_F_2_14,MS. Auct. F. 2. 14,Auct F,"White parchment on boards, clasps lost, English 15th cent. work, worn",,,,1500,1400,10.5,10.5,10.5,7.125,7.125,7.125,,,,in
MS_Auct_F_2_15_binding_1,manuscript_611,MS_Auct_F_2_15,MS. Auct. F. 2. 15,Auct F,Original stamped leather binding.,,,true,,,,,,,,,,,,
MS_Auct_F_2_18_binding_1,manuscript_614,MS_Auct_F_2_18,MS. Auct. F. 2. 18,Auct F,"Light-brown calf with gold ornament and arms on sides, 17th cent. French work, worm-eaten and repaired.",,,,1620,1600,,,,,,,,,,
