file URL,msID,shelfmark,collection,part,part type,summary,deco description,type,locus,from,to,date,when,notAfter,notBefore,calendar,scribe name(s),scribe code(s),signer name(s),signer code(s),artist name(s),artist code(s),patron name(s),patron code(s),dedicatee name(s),dedicatee code(s),former owner name(s),former owner code(s),donor name(s),donor code(s),other person name(s),other person code(s),artist name(s),artist code(s),other org name(s),other org code(s),placeName(s),place code(s),bibl(s),ref(s),ref URI(s)
manuscript_115,,,Add C,MS_Add_C_150,,ii. 404:Pächt and Alexander,Fine initials.,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_115,,,Add C,MS_Add_C_150,,ii. 404:Pächt and Alexander,Fine borders.,border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_116,,,Add C,MS_Add_C_151,,ii. 767Pächt and Alexander,"Penwork borders, initials.",flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_116,,,Add C,MS_Add_C_151,,ii. 767Pächt and Alexander,Good initial (fol. 1) imitating French work.,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_117,,,Add C,MS_Add_C_152,,,"Good initials. ( ii. 3, pl. I) Pächt and Alexander",decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_118,,,Add C,MS_Add_C_153,,,"Fine initials, related to Paris, Bibl. nat. MS. Lat. 264. ( i. 265, pl. XVIII) Pächt and Alexander",decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_119,,,Add C,MS_Add_C_154-part1,,,Some coloured capitals.,colInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_119,,,Add C,MS_Add_C_154-part3,,,Some coloured capitals.,colInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_119,,,Add C,MS_Add_C_154-part2,,,Some coloured capitals.,colInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_122,,,Add C,MS_Add_C_169,,"ii. 351, pl. XXXIIIPächt and Alexander",Fine borders.,border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_122,,,Add C,MS_Add_C_169,,"ii. 351, pl. XXXIIIPächt and Alexander",Fine initials.,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_123,,,Add C,MS_Add_C_181,,,Initials. ( iii. 134) Pächt and Alexander,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_124,,,Add C,MS_Add_C_188,,iii. 515:Pächt and Alexander,Miniatures (marginal sketches).,drawing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_124,,,Add C,MS_Add_C_188,,iii. 515:Pächt and Alexander,"fol. 220r: drawing, lower margin, a bird and two half-figures of a man and a woman.",drawing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_124,,,Add C,MS_Add_C_188,,iii. 515:Pächt and Alexander,Good penwork initials.,flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_124,,,Add C,MS_Add_C_188,,iii. 515:Pächt and Alexander,"Coloured initials, rubrics.",colInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_125,,,Add C,MS_Add_C_192,,,Spaces left for initials and rubrics.,unfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_126,,,Add C,MS_Add_C_2,,,Diagrams. ( iii. 1325) Pächt and Alexander,diagram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_127,,,Add C,MS_Add_C_21,,"i. 148, pl. XI:Pächt and Alexander",Good penwork initials.,flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_127,,,Add C,MS_Add_C_21,,"i. 148, pl. XI:Pächt and Alexander",Good historiated initials.,histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_127,,,Add C,MS_Add_C_21,,"i. 148, pl. XI:Pächt and Alexander",Good border.,border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_131,,,Add C,MS_Add_C_23,,"ii. 1011, pl. LXXXIII:Pächt and Alexander",Fine border.,border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_131,,,Add C,MS_Add_C_23,,"ii. 1011, pl. LXXXIII:Pächt and Alexander; Fine miniature (defaced)","miniature St. Francis, holding a cross and pointing above to a small figure of crucified Christ, is adored by Francesco Malipiero (defaced). Rectangular frame with floral designs and a defaced coat of arms.",miniature,fol. 1r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_132,,,Add C,MS_Add_C_249,,,"Good penwork initial, fol. 1r. ( ii. 869) Pächt and Alexander",flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_133,,,Add C,MS_Add_C_25,,"ii. 516, pl. XLIX:Pächt and Alexander",Fine initials.,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_133,,,Add C,MS_Add_C_25,,"ii. 516, pl. XLIX:Pächt and Alexander",Fine border.,border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_134,,,Add C,MS_Add_C_252,,,Coloured initial,colInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_134,,,Add C,MS_Add_C_252,,,Rubrics.,rubrication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_134,,,Add C,MS_Add_C_252,,,Penwork initials. ( ii. List p. 105) Pächt and Alexander,flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_136,,,Add C,MS_Add_C_260,,,Coloured initials and headings.,colInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_136,,,Add C,MS_Add_C_260,,,Good initials. ( iii. 165) Pächt and Alexander,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_137,,,Add C,MS_Add_C_263,,,Some illuminated capitals.,flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_138,,,Add C,MS_Add_C_264,,,Initial. ( ii. 215) Pächt and Alexander,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_138,,,Add C,MS_Add_C_264,,,Coloured initials.,colInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_139,,,Add C,MS_Add_C_265,,"ii. 116, pl. XI:Pächt and Alexander; Fine historiated initial.",initial Q Pale blue 6-line initial in square blue frame with half-figure of Christ with cruciform halo.,histInit,fol. 1r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_139,,,Add C,MS_Add_C_265,,"ii. 116, pl. XI:Pächt and Alexander",Fine border.,border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_140,,,Add C,MS_Add_C_269,,"Fine and good initials. ( iii. 251, pl. XXIV)Pächt and Alexander","initial C Acanthus-leaf and floral designs, two birds' heads.",decInit,fol. 93r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_140,,,Add C,MS_Add_C_269,,"Fine and good initials. ( iii. 251, pl. XXIV)Pächt and Alexander","initial D Two mythological beasts, placed symmetrically inside the loop of D.",decInit,fol. 39r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_140,,,Add C,MS_Add_C_269,,"Fine and good initials. ( iii. 251, pl. XXIV)Pächt and Alexander","initial Q Two birds, placed symmetrically inside the loop of the initial; dragon forming the tail of Q.",decInit,fol. 52r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_140,,,Add C,MS_Add_C_269,,"Fine and good initials. ( iii. 251, pl. XXIV)Pächt and Alexander","initial D Two birds, placed symmetrically inside the loop of the initial.",decInit,fol. 52r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_140,,,Add C,MS_Add_C_269,,"Fine and good initials. ( iii. 251, pl. XXIV)Pächt and Alexander","initial B Gold 14-line initial with acanthus-leaf and floral designs, and lion mask joining together two loops of B. Vertical stroke of the initial is decorated with a medallion with a bust of crowned King David holding sceptre.",decInit,fol. 4r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_141,,,Add C,MS_Add_C_271,,,Illuminated capitals.,flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_146,,,Add C,MS_Add_C_283,,"ii. 383, pl. XXXVII:Pächt and Alexander","Fine initials in two styles, some unfinished.",decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_146,,,Add C,MS_Add_C_283,,"ii. 383, pl. XXXVII:Pächt and Alexander","Border, arms, added, fol. 3.",border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_147,,,Add C,MS_Add_C_284,,,"Fine initial. Related to the Jumièges style. ( i. 443, pl. XXXVI) Pächt and Alexander",decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_148,,,Add C,MS_Add_C_285,,iii. 760:Pächt and Alexander,Good initials.,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_148,,,Add C,MS_Add_C_285,,iii. 760:Pächt and Alexander,Good borders.,border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_149,,,Add C,MS_Add_C_29,,i. 634:Pächt and Alexander,"Good grisaille miniatures (fols. 6v, 32r, 110r).",miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_149,,,Add C,MS_Add_C_29,,i. 634:Pächt and Alexander,"Penwork initials in gold, flourished with light blue, and dark blue, flourished with red.",flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_149,,,Add C,MS_Add_C_29,,i. 634:Pächt and Alexander,Good borders.,border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_151,,,Add C,MS_Add_C_292,,"i. 500, pl. XXXIX:Pächt and Alexander",Fine other initials.,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_151,,,Add C,MS_Add_C_292,,"i. 500, pl. XXXIX:Pächt and Alexander",Fine historiated initials.,histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_153,,,Add C,MS_Add_C_38,,,Penwork.,flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_157,,,Add C,MS_Add_C_73,,,"Borders, initials. ( ii. 746) Pächt and Alexander",decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_157,,,Add C,MS_Add_C_73,,,"Coloured borders (one with partly erased coat of arms), coloured initials, rubrics.",border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_163,,,Add D,MS_Add_D_10,,,"Illuminated borders and initials, coloured initials, rubrics.",decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_163,,,Add D,MS_Add_D_10,,,"Fine borders, initials (damaged).( ii. 463) Pächt and Alexander",border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_163,,,Add D,MS_Add_D_10,,,"Sketch of a man holding a shield with arms, . party per chevron in base a mullet of six points",drawing,(fol. 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_164,,,Add D,MS_Add_D_104,,,"Initials formed by white interlaced stems, bodies of beasts, birds, fish and grotesques, animal masks and biting animal heads on green, red and yellow ground on fols. 1r, 20r, 24r, 26v 31v, 39r, 40v, 43r, 43v, 50r, 52v, 59r, 65v, 66r, 68v, 70v, 73r, 74r, 77v, 79r, 82r, 84v, 85v, 87r, 87v, 89r, 90v, 93v, 96v, 102r, 104r, 104v, 110r, 111v, 115r, 115v, 116v, 119r, 119v, 123v, 125r, 125v, 127v, 128v, 130r, 130v, 135r, 137r, 138v, 141r, 142r, 143v, 144r (nude human figure), 145v, 149r, 149v, 150r, 151r, 152v, 153r, 155r, 155v, 171r, 173v, 174v, 179v, 184v, 190v. Unfinished initial on fol. 139v. Initials vary in size from three lines to half a page.",decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_164,,,Add D,MS_Add_D_104,,,"Fol. 2r, miniature and full border, Christ in Glory in mandorla, flanked by three angels and St. Paul. Mandorla is is mounted on decorative design with nude figure, interlaced white stems and biting animal heads on green, red and yellow ground. Full border, made of white bars, interlaced stems and acanthus leaves on green, red and yellow ground.",border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_164,,,Add D,MS_Add_D_104,,,"Fine miniature, border, initials, many with zoomorphic and antorpomorphic designs. ( ii. 9, pl. I) Pächt and Alexander",miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_164,,,Add D,MS_Add_D_104,,,"Coloured miniature and border, coloured initials, rubrics, parts of text in red.",rubrication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_165,,,Add D,MS_Add_D_106,,"i. 270, pl. XIX:Pächt and Alexander",Good historiated initials.,histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_165,,,Add D,MS_Add_D_106,,"i. 270, pl. XIX:Pächt and Alexander",Good other initials.,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_169,,,Add D,MS_Add_D_32,,,Diagrams.,diagram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_170,,,Add D,MS_Add_D_33,,,Illuminated capitals.,flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_171,,,Add D,MS_Add_D_39,,,"Illuminated initial, border and coat of arms; coloured initials, rubrics. The arms are . gules, a closet nebuly argent between three roses of the last",decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_171,,,Add D,MS_Add_D_39,,,"Fine borders, initials. Close in style to MS. Add. D. 10. ( ii. 489) Pächt and Alexander",border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_174,,,Add D,MS_Add_D_46,,,Spaces left for initials and other rubrics.,unfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_174,,,Add D,MS_Add_D_46,,,Rubrics.,rubrication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_175,,,Add D,MS_Add_D_47,,"Decoration attributed to the artist ‘B. F.’, sometimes identified as (Wescher, 1960; Pächt and Alexander, 1966–73; Alexander, 1991):Francesco Binasco","3- to 4-line initials decorated with coiled tendrils, foliage and flowers on gold background (often flaking) at the beginnings of`psalms 7 (fol. 3v), 9: 20 (fol. 6r), 12 (fol. 7v), 15 (fol. 9r), 17: 26 (fol. 11v), 20 (fol. 14r), 26 (fol. 18v), 32 (fol. 25v), 38 (fol. 32r), 45 (fol. 41v), 52 (fol. 45v), 59 (fol. 52v), 73 (fol. 66r), 79 (fol. 72v) (mutilated), 85 (fol. 80r), 101 (fol. 91v), 105 (fol. 97r), 113 (fol. 109r), groups of canticles for different times of the year (fols. 139r, 143r, 144r, 145r, 145v, 146v) and the beginning of the hymnal (fol. 147v).",decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_175,,,Add D,MS_Add_D_47,,"Decoration attributed to the artist ‘B. F.’, sometimes identified as (Wescher, 1960; Pächt and Alexander, 1966–73; Alexander, 1991):Francesco Binasco","5-line initial, decorated with coiled tendrils, foliage and flowers on gold background (flaking) at the beginning of` psalm 109 (fol. 106v).",decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_175,,,Add D,MS_Add_D_47,,"Decoration attributed to the artist ‘B. F.’, sometimes identified as (Wescher, 1960; Pächt and Alexander, 1966–73; Alexander, 1991):Francesco Binasco",Rubrics in red ink.,rubrication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_175,,,Add D,MS_Add_D_47,,"Decoration attributed to the artist ‘B. F.’, sometimes identified as (Wescher, 1960; Pächt and Alexander, 1966–73; Alexander, 1991):Francesco Binasco","7-line yellow and pink Beatus-initial, decorated with foliage, on gold background (almost completely rubbed off), infilled with half-figure of King David (defaced).",histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_175,,,Add D,MS_Add_D_47,,"Decoration attributed to the artist ‘B. F.’, sometimes identified as (Wescher, 1960; Pächt and Alexander, 1966–73; Alexander, 1991):Francesco Binasco","Border (upper and left margins) decorated with coiled tendrils, flowers and leaves; panel with ‘IHS’ in the upper margin.",border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_175,,,Add D,MS_Add_D_47,,"Decoration attributed to the artist ‘B. F.’, sometimes identified as (Wescher, 1960; Pächt and Alexander, 1966–73; Alexander, 1991):Francesco Binasco",1-line plain alternating red and blue initials at the beginnings of verses and periods.,colInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_175,,,Add D,MS_Add_D_47,,"Decoration attributed to the artist ‘B. F.’, sometimes identified as (Wescher, 1960; Pächt and Alexander, 1966–73; Alexander, 1991):Francesco Binasco","2-line red and blue initials at the beginnings of psalms, canticles and hymns, some decorated with penwork.",flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_176,,,Add D,MS_Add_D_48,,,Each mass preceded by a large illuminated initial.,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_176,,,Add D,MS_Add_D_48,,,"Good border, historiated and other initials. ( ii. 784) Pächt and Alexander",border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_176,,,Add D,MS_Add_D_48,,,"fol. 1r, initial N, St. Peter, seated, holding keys and book; two figures (white monks (?)) kneeling at his feet in prayer (rubbed).",histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_177,,,Add D,MS_Add_D_80,,,Initials. ( iii. 1305) Pächt and Alexander,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_180,,,Add E,MS_Add_E_14_R,,,Parts of text in red.,rubrication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_183,,,Add E,MS_Add_E_4_R,,,"Good miniatures (damaged), initials. ( iii. 976) Pächt and Alexander",decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_183,,,Add E,MS_Add_E_4_R,,,"miniatures Scenes and instruments of Passion: base of column with rope; Christ bearing the Cross, walking on path with footprints; three nails with blood; hammer; vessel of gall with handle; crossed lance and pole with sponge; ladder; crossed tongues and pincers; head of a Jew in fantastic hat, spitting at Christ; cross on a base of earth; Christ as the Man of Sorrows, in tomb, hands crossed.",miniature,membr. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_186,,,Ash Rolls,MS_Ash_Rolls_52,,,"Good miniatures (coloured drawings), copies of a MS. of 15th century. ( iii. 1209) Pächt and Alexander The process for preparing the philosopher's stone in four scenes: (1) alchemist with hermetic vessel with eight roundels depicting stages in the alchemical process; (2) 'philosophical tree' and grape vine planted in the centre of a heptagonal basin; the basin is surmounted by parapets upon which seven human figures examine contents of beakers which they hold; this is supported by a column rising from a lower square pool, the front of which is decorated with a toad-spewing griffin; nude male and female figures ascend and descend the 'tree' or simply stand in water; (3) two lions flanking the mouth of a furnace; sun; bird with the head of an old man crowned and bearded, standing on a globe; (4) sunburst design with three linked coloured circles; crescent moon, held in the jaws of a dragon, perched on a winged globe; the dragon's blood descending to three circles at the bottom of the globe; text flanked by two human figures, a king and a commoner, with staffs.",miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_192,,,Ash Rolls,MS_Ash_Rolls_19,,,Coats of arms.,heraldry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_193,,,Ash Rolls,MS_Ash_Rolls_21,,,"Miniatures (coloured drawings). ( iii. 983) Pächt and Alexander Fifteen medallions with ink and wash portraits of the kings of England, starting with William the Conqueror and ending with Henry VI.",miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_194,,,Ash Rolls,MS_Ash_Rolls_22,,,Good initials. ( iii. 984) Pächt and Alexander,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_195,,,Ash Rolls,MS_Ash_Rolls_26,,,Diagrams. ( iii. 1074) Pächt and Alexander,diagram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_200,,,Ash Rolls,MS_Ash_Rolls_38,,,"Coloured miniatures and diagrams, parts of text in red.",diagram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_200,,,Ash Rolls,MS_Ash_Rolls_38,,,"Good miniatures (coloured drawings), borders. ( iii. 535) Pächt and Alexander",miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_200,,,Ash Rolls,MS_Ash_Rolls_38,,,"Miniature of King Edward I on the throne (damaged). Circular diagram showing the kingdoms of Heptarchy. Borders, framing the roll on either side, are illustrated with portraits and scenes from the lives of various rulers, kings and queens, begining with Brutus and Cormeus, and ending with Edward I and Edward II. Pen drawings of grotesques and folliage fill larger spaces between the lines of text.",miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_202,,,Ash Rolls,MS_Ash_Rolls_4,,,Coats of arms.,heraldry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_205,,,Ash Rolls,MS_Ash_Rolls_50,,,"Fine miniatures (coloured drawings). Incomplete. ( iii. 519, pl. XLIX) Pächt and Alexander",miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_205,,,Ash Rolls,MS_Ash_Rolls_50,,,"Seven medallions (first torn away, second damaged) illustrating the story of Brutus. Seven rows, each containing 14 small medallions with portraits of kings. Seven columns, each filled with small medallions containing portraits of the Anglo-Saxon kings of the Heptarchy. Two rows, each containing 14 small medallions with portraits of kings from Aethelwulf to Edward I. Family tree, illustrated with small medallions containing portraits of the ancestors of Edward I.",miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_206,,,Ash Rolls,MS_Ash_Rolls_54,,,"Miniatures (drawings added to one composition in woodcut). ( iii. 1213) Pächt and Alexander The process for preparing the philosopher's stone in four scenes (brown ink): (1) hands of an alchemist, holding a hermetic vessel with eight roundels depicting stages in the alchemical process (originally there may have been another membrane showing the head and shoulders of the alchemist); (2) 'philosophical tree' and grape vine planted in the centre of a heptagonal basin; the basin is surmounted by parapets upon which seven human figures examine contents of beakers which they hold; nude male and female figures ascend and descend the ‘tree’ or simply stand in water; this is supported by a column rising from a lower square pool, the front of which is decorated with a toad-spewing griffin; the columns at the corners of the pool are surmounted with beakers, containing the four elements (?): flames (?), water with fish, clouds and birds, landscape with a castle; nude male figure is preparing to climb the column; two nude female figures, one with wings, stand in water; (3) two lions flanking the mouth of a furnace; sun with a face beneath a cloud; bird with the head of an old man crowned and bearded, standing on a globe; (4) two scrolls left blank; sunburst design with three linked circles; crescent moon, held in the jaws of a dragon, perched on a winged globe; the dragon's blood descending to three circles at the bottom of the globe; frame for a text, left blank, flanked by two human figures, a king (defaced) and a commoner, with staffs.",miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
