metadata: addition UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: partID,overview: additions,locus: locus,locus: from,locus: to,people: author name(s),people: author ID(s),people: scribe name(s),people: scribe ID(s),people: signer name(s),people: signer ID(s),people: former owner name(s),people: former owner ID(s),people: other person name(s),people: other person ID(s),bibliography: bibl(s),bibliography: title(s),bibliography: ref(s),bibliography: ref URI(s)
_addition_1,manuscript_1,,,"Cambridge, University Library, MS Dd.13.3",manuscript,,MS-DD-00013-00003,"Large quantity of marginal content markers, notes and glosses, throughout.",,,,,,,,,,,,,,,,,
_addition_1,manuscript_1,,,"Cambridge, University Library, MS Ii.6.5",manuscript-composite,,MS-II-00006-00005,"An ownership inscription and list of the contents of the volume in a ?15th century hand on 2v under the siglum 'U' for 'Uiaticum' - 'Liber Sancti Edmundi Regis in quo continentur Liber constantini monachi cassinensis qui dicitur uiatecum Ars algorismi Composicio astrolabii' and a set of sermon texts no longer in the volume under the designation 'S.62' - 'Sermones antiqui notabiles et devoti Exposicio misse que sic inc In uirtute sancte crucis Item sermones cum aliis notulis Item De inquisicionibus in confessione faciendis secundi magistri Willelmum de monte.' This list of the contents, and the later-medieval sequences of quire designations, catchwords, and flourished initials that cross the composite parts of the volume indicate that all of the extant parts were together in Bury St Edmunds by the later middle ages. Quires 15 and 16, which contain a note on the calculation of the meridian of Bury St Edmunds, were almost certainly written there, but whether Quires 1-14 were written at Bury St Edmunds, or copied elsewhere and combined in Bury St Edmunds by the later middle ages is not clear.",2v,2v,2v,,,,,,,,,,,,,,
_addition_1,manuscript_1,,,"Cambridge, University Library, MS Ii.6.39",manuscript-composite,,MS-II-00006-00039,Notes on missing leaves and parts in the manuscript written in pencil in upper margins.,,,,,,,,,,,,,,,,,
_addition_1,manuscript_1,,,MS Dd.1.11,part,,,"Marginal annotations in pencil by the hand of , University Librarian 1867-1886, comparing the text against Hinschius's edition: see, for example, ff. Henry BradshawBradshaw, Henry, 1831-1886136v-137r, 178r, 188r, 193r, 197v). Not all of the other marginal annotations in this volume are by Bradshaw.",136v-137r; 178r; 188r; 193r; 197v,136v 178r 188r 193r 197v,137r 178r 188r 193r 197v,,,,,,,,,"Henry Bradshaw; Bradshaw, Henry, 1831-1886",,,,,
_addition_1,manuscript_1,,,,manuscript,,MS-FF-00004-00042,"Numerous marginal and interlinear notes, glosses and corrections are added to the manuscript in Latin, Old Welsh and Old Irish by 13 different hands. A full discussion and edition of these glosses is found in McKee 2000.",,,,,,,,,,,,,,,,,
_addition_1,manuscript_1,,,"Cambridge, University Library, MS Dd.3.52",manuscript,,MS-DD-00003-00052,"At least Two leaves gone (9 and 10': note in pencil in the upper right-hand corner of f. 8v. The medial capital letter suggests that the note was written in stages, with the interpretation of the manuscript's collation changing. The note was perhaps written by , University Librarian 1867-1886, the numbers underneath being added later by Henry BradshawBradshaw, Henry, 1831-1886. Comparison with other copies of the H.L. PinkPink, H. L.capitulum singulaire confirm that approximately half the text is missing from this copy, so it is more likely that an entire quire, probably also of eight leaves is missing. That the remaining quire (now Quire 1) cannot have been a quire of ten leaves, as Pink's addition suggests, is proven by its formation: parchment bifolia for the two outer and two inner leaves, the first of the former serving originally as the pastedown and now lifted as f. 1. Unfortunately, this erroneous interpretation of the structure of the manuscript's leaves has been codified by the subsequent foliation by Pink, with the numbering jumping from '8' to '11'.",8v,8v,8v,,,,,,,,,"Henry Bradshaw; Bradshaw, Henry, 1831-1886; H.L. Pink; Pink, H. L.",,,,,
_addition_1,manuscript_1,,,"Cambridge, University Library, MS Ii.3.21",manuscript-composite,,MS-II-00003-00021,"Quire signatures 1, a-o and A-K written in pencil in the lower right-hand corner of the recto side of the first leaf in each quire by a 19th-/20th-century hand.",,,,,,,,,,,,,,,,,
_addition_1,manuscript_1,,,"Cambridge, University Library, MS Ee.1.15",part,,,,,,,,,,,,,,,,,,,,
_addition_1,manuscript_1,,,"Cambridge, University Library, MS Dd.3.51",manuscript-composite,,MS-DD-00003-00051,"The inner face of the right board contains a collation statement in pencil, by the hand of .H.L. PinkPink, H. L.",inner face of the right board,inside_right_cover,inside_right_cover,,,,,,,,,"H.L. Pink; Pink, H. L.",,,,,
_addition_1,manuscript_1,,,"Cambridge, University Library, MS Ff.3.9",manuscript,,MS-FF-00003-00009,"Annotations throughout the volume, in plummet and ink, by hands of the 12th-15th centuries, presumably by the monks of Christ Church Cathedral Priory in Canterbury. There are also present the 'ice-cream cone' style of marginal markings commonly found in manuscripts from Christ Church library (see ff. 25v, 56r-58r).",25v; 56r-58r,25v 56r,25v 58r,,,,,,,,,,,,,,
_addition_1,manuscript_1,,,MS Gg.5.35,manuscript,,MS-GG-00005-000035,"Folio ii recto: Inscription in Greek transliterated into Roman characters, written in rustic capitals, with interlinear gloss in Latin, in Caroline minuscule. Below, a fragment of the Pater Noster written in Caroline minuscule, inverted.",ii recto,ii recto,ii recto,,,,,,,,,,,,,,
_addition_1,manuscript_1,,,"Cambridge, University Library, MS Ii.6.17",manuscript,,MS-II-00006-00017,"Collation formula by the hand of H.L. Pink, c. 1958 (inside lower cover).",inside lower cover,inside_right_cover,inside_right_cover,,,,,,,,,H.L. Pink,person_v29141885,,,,
_addition_1,manuscript_1,,,,manuscript,,MS-II-00006-00002,Feast day of St Etheldreda (17 October) inserted in the Calendar (f. 8v; see also prayer added to f. 102v).,8v; 102v,8v 102v,8v 102v,,,,,,,,,,,,,,
_addition_1,manuscript_1,,,"Cambridge, University Library, MS Dd.5.53",manuscript-composite,,MS-DD-00005-00053,"Folios [iii] verso-1v contain a collection of five Middle English recipes added by 15th-century cursive hands that cannot be found in the main parts of the manuscript. Two of the English recipes (one for burns and scalds and one for an ointment) are attributed to R.B., possibly referring to the Oxford Franciscan friar Roger Bacon (see Connolly, Manuscripts in the University Library, Cambridge (2009), p. 21) or to the R. Belis mentioned at the end of the final recipe.",[iii] verso-1v,[iii] verso,1v,,,,,,,,,,,,,,
_addition_1,manuscript_1,,,,manuscript,,,"Notes in pencil by , University Librarian 1867-1886, concerning the loss of leaves from the manuscript, usually written in the corners of the lower margin (see. ff. Henry Bradshaw (1831-1886)Bradshaw, Henry, 1831-18864v, 13v, 63r, 72v, 145r, 150v).",4v; 13v; 63r; 72v; 145r; 150v,4v 13v 63r 72v 145r 150v,42v 13v 63r 72v 145r 150v,,,,,,,,,"Henry Bradshaw (1831-1886); Bradshaw, Henry, 1831-1886",,,,,
_addition_1,manuscript_1,,,"Cambridge, University Library, MS Hh.6.11",manuscript,,MS-HH-00006-00011,"Quire signatures added in pencil by Mr Bradshaw on lower corner of first folio of each quire, starting on f. 5: A, f. 13r: 2A, f. 23: 2B, f. 30: 3A, f. 38: 3B, f. 46r: 3C, f. 54r: 3D, f. 65: 4A.",,,,,,,,,,,,,,,,,
_addition_1,manuscript_1,,,"Cambridge, University Library, MS Kk.1.6",manuscript-composite,,MS-KK-00001-00006,A hand from the second half of the 16th century or first half of the 17th century has written names from the Gesta Romanorum in margins throughout ff. 216r-242r.,216r-242r,216r,242r,,,,,,,,,,,,,,
_addition_1,manuscript_1,,,"Cambridge, University Library, MS Dd.4.24",manuscript,,MS-DD-00004-00024,Beginning of a letter written by a later hand on f. 127v. Manly and Rickert (i. p. 104) suggest that it might refer to the visit of Danish ambassadors to London in August 1496.,127v,127v,127v,,,,,,,,,,,,,,
_addition_1,manuscript_1,,,"Cambridge, University Library, MS Dd.15.15",manuscript-composite,,MS-DD-00015-00015,Note concerning the Battle of Lewes (14 May 1264) added by a 13th-century hand (rear pastedown).,rear pastedown,"right cover, inner","right cover, inner",,,,,,,,,,,,,,
_addition_1,manuscript_1,,,,manuscript,,,"Marginal content markers throughout, with more extensive notes on f. 111r.",111r,111r,111r,,,,,,,,,,,,,,
_addition_1,manuscript_1,,,"Cambridge, University Library, MS Dd.11.45",manuscript-composite,,MS-DD-00011-00045,"Collation formula by the hand of H.L. Pink, c. 1958 (inside of the lower cover). Notes on the loss of leaves at various points in the volume (ff. ii recto, 84v, 89v, 92v, 116v, 153v) by H.L. Pink.",inside of the lower cover,"rear cover, inner","rear cover, inner",,,,,,,,,H.L. Pink,person_v29141885,,,,
_addition_1,manuscript_1,,,"Cambridge, University Library, MS Hh.6.13",manuscript-composite,,MS-HH-00006-00013,"Quire numbers written in pencil in Arabic numerals 1-10 in the lower right-hand corner of the recto side of the first leaf of each quire (to mark the beginning of the quire), added in the 19th century.",,,,,,,,,,,,,,,,,
_addition_1,manuscript_1,,,"Cambridge, University Library, MS Gg.6.3",manuscript,,MS-GG-00006-00003,"Plant material (straw) in the gutters throughout the manuscript, e.g. between ff. 126v-127r, ff. 213-214, and ff. 302v-303r.",126v-127r; 213-214; 302v-303r,126v 213r 302v,127r 214v 303r,,,,,,,,,,,,,,
_addition_1,manuscript_1,,,,manuscript,,MS-DD-00001-00014,"Sketches in ink of a crowned head, in profile, added in the 14th/15th century and drawn in ink (ff. 170r, 170v).",170r; 170v,170r 170v,170rv 170v,,,,,,,,,,,,,,
_addition_1,manuscript_1,,,,manuscript,,MS-DD-00005-00078-003,"John Dowland has added the title of his piece, Farwell and his name in the lower margin of fol. 44r.",44r,44r,44r,,,,,,,,,,,,,,
_addition_1,manuscript_1,,,"Cambridge, Trinity College, MS R.14.41",part,,,"An English index for the recipes in the treatise on in the treatise on ff. 213r-242v, organised alphabetically according to the names of ailments, was added by a 16th-century hand to the manuscript's final parchment leaves (ff. 251r-252a recto [See Part 1]).",251r-252a recto,251r,252a recto,,,,,,,,,,,,,,
_addition_1,manuscript_1,,,"Cambridge, Trinity College, MS O.7.23",manuscript,,MS-TRINITY-COLLEGE-O-00007-00023,Modern quire numbers in pencil added to the lower right-hand corners of the first rectos of quires.,,,,,,,,,,,,,,,,,
_addition_1,manuscript_1,,,"Cambridge, Trinity College, MS O.2.13",manuscript-composite,,MS-TRINITY-COLLEGE-00002-00013,"The manuscript contains a curatorial note on f. [152a] recto about folios 153 and 154, which contain a fragment of a printed version of the Seven Sages of Rome (Pynson, 1493). These leaves were removed from the manuscript and bound separately in May 1913 (now Cambridge, Trinity College, VI.18.19).",[152a] recto,[152a] recto,[152a] recto,,,,,,,,,,,"Cambridge, Trinity College, VI.18.19",,,
_addition_1,manuscript_1,,,"Cambridge, Trinity College, MS O.7.31",manuscript,,MS-TRINITY-COLLEGE-O-00007-00031,,,,,,,,,,,,,,,,,,
_addition_1,manuscript_1,,,"Cambridge, Trinity College, MS R.14.44",part,,,,,,,,,,,,,,,,,,,,
_addition_1,manuscript_1,,,"Cambridge, Trinity College, MS O.9.10",manuscript,,MS-TRINITY-COLLEGE-O-00009-00010,Quire numbers in pencil added by a modern hand to the outer lower corners of the first rectos of quires.,,,,,,,,,,,,,,,,,
_addition_1,manuscript_1,,,"Cambridge, Trinity College, MS R.14.51",manuscript,,MS-TRINITY-COLLEGE-R-00014-00051,Quire numbers (Araberic numerals) have been added by a modern hand in pencil on the lower right-hand corners of the first rectos of quires.,,,,,,,,,,,,,,,,,
_addition_1,manuscript_1,,,"Cambridge, Trinity College, MS O.3.11",manuscript,,MS-TRINITY-COLLEGE-O-00003-00011,Note of the manuscript's contents in Roger Gale's 17th-century hand on f. [iii] recto.,[iii] recto,[iii] recto,[iii] recto,,,,,,,,,,,,,,
_addition_1,manuscript_1,,,"Cambridge, Trinity College, MS O.8.2",part,,,,,,,,,,,,,,,,,,,,
_addition_1,manuscript_1,,,"Cambridge, Trinity College, MS O.2.49",manuscript,,MS-TRINITY-COLLEGE-O-00002-00049,A (?)17th-century hand has added the title Tractatus Chyrurgicus a.d. 1451 to the manuscript on f. [i] recto.,[i] recto,[i] recto,[i] recto,,,,,,,,,,,,,,
_addition_1,manuscript_1,,,"Cambridge, Trinity College, MS R.14.31",part,,,The shelfmark 'R.14.31' in ink on f. [a] recto.,[a] recto,[a] recto,[a] recto,,,,,,,,,,,,,,
_addition_1,manuscript_1,,,"Cambridge, Trinity College, MS O.1.57",manuscript-composite,,MS-TRINITY-COLLEGE-O-00001-00057,"Printed copy of 'Miscellanae Genealogica et Heraldica: Notes from the Fly-Leaves and Calendar of a MS. in the Library of Trinity College, Cambridge (O.1.57)' on the inside of the inner cover and f. [i] recto.",inside of the inner cover; [i] recto,"front cover, inner [i] recto","front cover, inner [i] recto",,,,,,,,,,,,,,
_addition_1,manuscript_1,,,"Cambridge, Trinity College, MS R.14.32",manuscript-composite,,MS-TRINITY-COLLEGE-R-00014-00032,A 17th-century hand has added the following description of the manuscript in brown ink to the lower half of f. 1r: In this Volume are contained 1. An Herbal in an Alphabetical order .2. a Treatise of Urine .3. Receipts for Oyntments etcaetera.,1r,1r,1r,,,,,,,,,,,,,,
_addition_1,manuscript_1,,,"Cambridge, Trinity College, MS O.2.47",manuscript,,MS-TRINITY-COLLEGE-O-00002-00047,"Frequent marginal annotations in the hand of throughout the manuscript. Dee uses a thin pen and his hand has quite an elongated and narrow ductus, see e.g., empty space in the lower half of f. John Dee John Dee 8r, 'This is an excellent fragment and worth the considering'.",8r,8r,8r,,,,,,,,,John Dee; John Dee,,,,,
_addition_1,manuscript_1,,,"Cambridge, Trinity College, MS O.8.35",manuscript,,MS-TRINITY-COLLEGE-O-00008-00035,Notes towards a table of contents addded by a 17th-century hand to f. [ii] recto: Divers receits / De vrinis / De signis Zodiaci etcaetera / Anatomy . all perhaps by Henry Bingley.,[ii] recto,[ii] recto,[ii] recto,,,,,,,,,,,,,,
_addition_1,manuscript_1,,,"Cambridge, Trinity College, MS B.14.19",manuscript-composite,,MS-TRINITY-COLLEGE-B-00014-00019,A table of contents for all the manuscript's parts has been added by a 17th-century hand to f. 3r: In hoc volumine continentur.,3r,3r,3r,,,,,,,,,,,,,,
_addition_1,manuscript_1,,,"Cambridge, Trinity College, MS R.3.20",manuscript,,MS-TRINITY-COLLEGE-R-00003-00020,A summary description of the manuscript written in a 17th-century hand on two paper pastedowns on p. [i] (pp. [1a]-[1d]).,[i]; [1a]-[1d],[i] [ia],[i] [id],,,,,,,,,,,,,,
_addition_1,manuscript_1,,,"Cambridge, Trinity College, MS O.8.36",manuscript,,MS-TRINITY-COLLEGE-00008-00036,Table of contents in a 17th-century hand. on f. i recto.,i recto,i recto,i recto,,,,,,,,,,,,,,
_addition_1,manuscript_1,,,"Cambridge, Trinity College, MS O.1.71",manuscript,,MS-TRINITY-COLLEGE-O-00001-00071,"Modern quire numbers based on the collation provided by M.R. James (1902) written in pencil in the lower outer corners of the first rectos of quires: '1'-'14', matching Quires 2-15 in the collation followed in this catalogue record.",,,,,,,,,,,,,,,,,
_addition_1,manuscript_1,,,"Cambridge, Trinity College, MS R.14.29",manuscript-composite,,MS-TRINITY-COLLEGE-R-00014-00029,Quire numbers added by a modern hand in pencil to the lower outer corners of the first rectos of quires.,,,,,,,,,,,,,,,,,
_addition_1,manuscript_1,,,"Cambridge, Trinity College, MS R.14.39",manuscript-composite,,MS-TRINITY-COLLEGE-R-00014-00039,A 17th- or 18th-century hand has written the title: Liber Medicamentorum on f. [i] recto.,[i] recto,[i] recto,[i] recto,,,,,,,,,,,,,,
_addition_1,manuscript_1,,,"Cambridge, Trinity College, MS O.8.31",part,,,"Folio ii recto bears two former shelfmarks in ink, 'C. 48', and '179'. There is also a faint '177' in ink, and the current shelfmark 'O.8.31' in ink on the same leaf. All of these numbers are written the right way around with reference to the current orientation of the leaf and in contrast to the notes written elsewhere on the leaf.",ii recto,ii recto,ii recto,,,,,,,,,,,,,,
_addition_1,manuscript_1,,,"Cambridge, Trinity College, MS O.1.77",manuscript,,MS-TRINITY-COLLEGE-O-00001-00077,Two former classmarks in ink in different hands on f. i recto 'L.3' and '3.7.4'.,i recto,i recto,i recto,,,,,,,,,,,,,,
