metadata: binding UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,overview: binding,overview: condition,overview: decoration,date: contemporary,date: when,date: not before,date: not after,date: certainty,date: calendar,dimensions: height,dimensions: height max,dimensions: height min,dimensions: width,dimensions: width max,dimensions: width min,dimensions: depth,dimensions: depth max,dimensions: depth min,dimensions: unit
_binding_1,manuscript_1,,,,"Quarter goatskin with marbled paper sides and vellum tips (Gray, Cambridge, 1955).",,,,,1955,1955,,,,,,,,,,,,
_binding_1,manuscript_1,,,"Cambridge, University Library, MS Add. 6865","Medieval binding. Full bound in tawed skin over bevelled-edge wood boards cut flush with the book-block. Five sewing supports of split tawed skin laced into the boards horizontally and secured in place with wood pegs. Covers have an impressed repeating pattern as if wrapped by a thin cord for a significant period of time. Head and tail bands sewn in a neutral cream yarn and anchored through the tawed skin cover at the spine openings. Hook-and-bar fastening in the centre of the fore edge: tawed skin strap embedded in the fore edge of the left board, the free end terminating in a decorative metal hook; metal bar fastening embedded in the fore edge of the right board. Faint traces of spotted design painted onto head, fore, and tail edges of the bookblock.; Two paper labels fixed to the spine with text handwritten in ink: upper label almost entirely gone; lower label '29'. Spine labels added while the manuscript was in the possession of Dr Cox Macro and reflect his library designations.; Left pastedown f. i is parchment and conjoint with the last leaf of the first quire (now cancelled). Left pastedown contains: - Current shelfmark in ink 'Add. 6865' - The letter 'E' - a size classification used by Cambridge University Library - Medieval ownership inscription: 'Bernewell' - A note in ink recording the purchase of the manuscript by Cambridge University Library by the hand of , University Librarian 1923-1949Alwyn Faber Scholfield (b. 1884, d. 1969) Scholfield, A. F. (Alwyn Faber), 1884-1969- A paper leaf pasted onto the pastedown along the paper leaf's left edge containing a list of the contents of the volume by James Cobbes. The paper leaf has the separate designation ii.; Former right pastedown is parchment and has been lifted and is now foliated as f. iii. What is now the recto, f. iii recto, contains the name 'Anthony Shupton' twice in ink, and some pen trials, also in ink.; Medieval sewn repairs to the turn ins on the right board.; Head and fore edge of book-block decorated with red (and blue?) dot pattern.",,,,,1300,1400,,,,,,,,,,,,
_binding_1,manuscript_1,,,"Cambridge, University Library, MS Dd.8.19","Binding by Gray of Cambridge, dated August 1958 by a note on the front pastedown. Millboard quarter binding with marbled paper covering over parchment corners and brown leather spine. The title and classmark are tooled in gold on the spine (classmark from previous binding pasted on the front inside pastedown); Binding height: 285 mm, width: 260 mm, depth: 50 mm. ; At the rebinding of this manuscript three leaves that were misbound after f. 14 were correctly inserted after f. 127 as ff. 128-130: see also the collation statement on the inside of the lower cover. The three leaves must have been misbound since the 16th century since a hand from that century has noted the error with 'falce' in the lower margin of f. 14v, immediately preceding the misbound leaves and at the tops of both f. 128r and f. 129r. The misbound leaves are also noted in the unpublished description of this manuscript by (see Source for further details).M.R. James James, M.R. (Montague Rhodes), 1862-1936; The binder has inserted two paper stubs before and after each quire.",,,,1958-08-01,1958-08-01,1958-08-01,,,,,,,,,,,,
_binding_1,manuscript_1,,,,"Full red leather over wooden boards (but uncertain whether these were retained from the 16th-century binding, given the form of binding described by M.R. James - see below). , Grantchester, December 1966 (inscription on the Douglas Cockerell and SonDouglas Cockerell and Son (Firm)front pastedown by H.L. Pink and device blind-tooled in bottom right-hand corner of turn-in on the inside of the rear cover).",,,,1966,1966,1966,,,,,,,,,,,,
_binding_1,manuscript_1,,,"Cambridge, University Library, MS Dd.10.44",19th-century (?) brown paper over pasteboard with a brown leather spine.; Binding height: 235mm; width: 170mm; depth: 40mm.,,,,,1800,1900,,,,,,,,,,,,
_binding_1,manuscript_1,,,"Cambridge, University Library, MS Ee.1.3","18th-century Bowtell-style half russia, light brown speckled paper sides; red lable on spine lettered Precedents M.S.. The spine encases that of a medieval binding with original sewing onto five double thongs, possibly split bands of alum-tawed leather, and endbands worked with blue and (?) red silk, now faded.; Binding height: 265 mm; width: 180 mm; depth: 70 mm.",,,,,1700,1800,,,,,,,,,,,,
_binding_1,manuscript_1,,,,Bowtell-style quarter sheepskin binding with paper-covered sides (late 18th century).,,,,,1780,1800,,,,,,,,,,,,
_binding_1,manuscript_1,,,"Cambridge, University Library, MS Dd.13.3",Full speckled calf with blind-tooled rectangular frame and foliage frieze along the inner margin (17th-century).,,,,,1600,1700,,,,,,,,,,,,
_binding_1,manuscript_1,,,"Cambridge, University Library, MS Ii.6.5","Rebound by John P. Gray and Son in July 1958; stamp on the left pastedown. Quarter bound in dark brown Morocco with marbled-paper sides and parchment-tipped fore-edge corners over millboard. Marbled paper has a wave design and is in shades of muted sunset oranges and pinks with touches of ochre, cream, and light blue. Four raised bands with blind single-fillets along the upper and lower perimeter of each band. Spine is capped at head and tail by the backing leather and no head or tail bands are visible. Title and shelfmark tooled in gold in separate compartments: CONSTANTINUS AFRICANUS etc. and Ii.6.5. All quires taken down and remounted on guard strips during the 1958 rebinding.; Paper pastedowns pasted over the turn ins. The left pastedown contains: The Stamp of (re-)binder J. P. Gray and Son and date of rebinding written in ink below Cambridge University Library bookplate Shelfmark 'Ii.6.5' and a CUL size designation 'G', both in pencil right pastedown contains a collation statement in pencil.; Two paper endleaves added at each end of the volume during the rebinding, ff. [a]-[b] and [c]-[d]; all paper endleaves blank.",,,,,1958-07-01,1958-07-01,,,,,,,,,,,,
_binding_1,manuscript_1,,,"Cambridge, University Library, MS Ii.6.39",Black quarter leather binding with green sides.; Binding height: 135mm (vols 1 and 2); width: 95mm (vols 1 and 2); depth: 30mm (vols 1 and 2).; Bound by Gray in Cambridge in 1953.,,,,,1953,1953,,,,,,,,,,,,
_binding_1,manuscript_1,,,MS Dd.1.11,"Evidence preserved within the manuscript (endleaves bearing four friction-holes and rust stains, indicating the presence formerly of four corner-bosses and a chain-staple, and a title label preserved on the front pastedown) indicates that the manuscript was previously bound in similar style to that of the binding on other manuscripts donated to the University Library by Matthew Parker (for an example, see: MS Ii.2.4).; The Parkerian pagination that begins in MS Dd.1.10 - the partner volume of this manuscript - continues without interruption in MS Dd.1.11. This suggests that the manuscript may once have been bound in a single volume and up until the time it was in Parker's possession. However, by the time of its donation to the University Library, the manuscript was bound in two volumes: the two were recorded separately in the list of Parker's donations (see Acquisition) and this volume contains a binding label that describes it as '2 pars' (f. [ii] recto).",,,,,1550,1600,,,,,,,,,,,,
_binding_1,manuscript_1,,,"Cambridge, University Library, MS Ll.2.2",Brown half leather with marbled paper sides over card boards.; Binding height: 350mm; width: 240mm; depth: 65mm.,,,,,1700,1900,,,,,,,,,,,,
_binding_1,manuscript_1,,,"Cambridge, University Library, MS Dd.3.52","Quarter goatskin with marbled paper sides and vellum tips with the title Guido de Gauliaco and classmark Dd.3.52 goldstamped on the spine, made by Gray of Cambridge in 1959 (according to a stamp and note on the inside of the upper cover.; Binding height: 300 mm ; width: 215 mm ; depth: 70 mm.",,,,,1959,1959,,,,,,,,,,,,
_binding_1,manuscript_1,,,"Cambridge, University Library, MS Ii.3.21","Early 17th-century, full blind-tooled calf with rectangular and diamond-shaped frames and four fleurons, over pasteboards.",,,,,1600,1630,,,,,,,,,,,,
_binding_1,manuscript_1,,,"Cambridge, University Library, MS Ee.1.15",A 19th- or early 20th-century pasteboard binding with light brown paper on the covers. ; Binding height: 230 mm; width: 155 mm; depth: 35 mm.,,,,,1800,1950,,,,,,,,,,,,
_binding_1,manuscript_1,,,"Cambridge, University Library, MS Dd.3.51","Bound in the (?first half) of the 17th century. Rebacked. Fully bound in leather over millboards with matching decoration on both covers. Each cover is decorated in blind with a triple-fillet frame with Oxford corners set at the perimeter of the boards, and an additional triple-fillet parallel with the joints and inset by c. 10mm. Five raised bands on spine. Spine compartments are decorated with a double-fillet at the upper and lower perimeter of each compartment. Title of the volume 'PLATEARIUS' tooled in gold in one compartment, and the shelfmark, 'Dd.3.51' tooled in gold in another. No pastedowns; inner faces of the boards exposed. Head, fore, and tail edges of the bookblock stained red. ; The inner face of the left board contains: A King George I donation bookplate engraved by in 1736 present on the John Pine Pine, John, 1690-1756 inner face of the left board A 'D' in pencil for a size-based classification subsystem in use at CUL A 'Gray Cambridge' stamp added in 1954 when the volume was repaired by the Gray bindery, and a date in ink recording the date of the work ..-12-1954",,,,,1600,1650,,,,,,,,,,,,
_binding_1,manuscript_1,,,,"The fragment is currently kept in a loose black cover, together with notes by and Felix Liebermann Liebermann, F. (Felix), 1851-1925 (the latter dated May 1938).N.R. Ker Ker, N.R. (Neil Ripley)",,,,,,1950,,,,,,,,,,,,
_binding_1,manuscript_1,,,"Cambridge, University Library, MS Ff.3.9","Blind-tooled speckled calfskin (17th/18th century), with blind-tooled three-line fillet along the edges. Rebacked. Repaired by , Grantchester, May 1966.Douglas Cockerell and SonDouglas Cockerell and Son (Firm)",,,,,1650,1750,,,,,,,,,,,,
_binding_1,manuscript_1,,,MS Gg.5.35,"Full goatskin, red. , 1974 (note by CockerellCockerell, Douglas, Arthur OwenOwen, A. E. B. (Arthur Ernest Bion)right cover, inner).",,,,1974,1974,1974,,,,,,,,,,,,
_binding_1,manuscript_1,,,"Cambridge, University Library, MS Ii.6.17","Brown quarter leather with marbled paper sides. Bound by W.H. Smith and Son, London, June 1958 according to an inscription on the inside upper cover. Classmark labels from the previous spine have been pasted on the inside upper cover. ; Binding height: 160mm; width: 115mm; depth: 30mm.",,,,,1958,1958,,,,,,,,,,,,
_binding_1,manuscript_1,,,,"Full goatskin (, London, 1960).W.H. Smith and Son, Ltd W.H. Smith & Son",,,,1960,1960,1960,,,,,,,,,,,,
_binding_1,manuscript_1,,,"Cambridge, University Library, MS Dd.5.53","Quarter-leather binding with marbled paper covers and blank pastedowns by (?) Gray of Cambridge in 1954, as suggested by a blue stamp on the inside upper cover: Repaired by .GR. binding guild, with the handwritten note: 83/5 : 1954.; Binding height: 220mm, width: 140mm, depth: 40mm.; Previously bound together with Dd.5.54 (a catalogue of books at St John's College from about 1620): the two volumes were separated on 27 July 1901, as per a handwritten note on f. [vi] recto: Dd.5.54 taken out and bound separately 1901 July 27 F.J.. On f. [iii] recto of MS Dd.5.53 there is still an early classmark for the joint manuscripts: 53-54.",,,,,1954,1954,,,,,,,,,,,,
