metadata: hand UID,metadata: file URL,metadata: collection,metadata: msID,metadata: shelfmark,metadata: part,metadata: part ID,metadata: part type,overview: hands,overview: total hands,person: scribe ref,person: hand n,person: hand ID,person: person(s),person: person ID(s),locus: scope,locus: loci,locus: locus,locus: from,locus: to,date: date,date: when,date: notAfter,date: notBefore,date: calendar,palaeography: script,palaeography: execution,palaeography: medium,palaeography: terms,palaeography: desc,palaeography: char,palaeography: characters,palaeography: ligature,palaeography: abbreviations,palaeography: corrections,palaeography: punctuation,palaeography: nota,palaeography: language
Christ_Church_MS_112_hand_2,manuscript_3919,Christ Church,Christ_Church_MS_112,Christ Church MS. 112,,Christ_Church_MS_112,,Item 7 (fol. 64v-65) was added at a separate sitting in a similar script; that of item 12 (fol. 72–73r) is also similar but of a lower grade.,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_112_hand_3,manuscript_3919,Christ Church,Christ_Church_MS_112,Christ Church MS. 112,,Christ_Church_MS_112,,"Item 11 (fol. 68–70v) was perhaps added next, to be followed by items 8–10 (fol. 65v-67av), all in a script which is more upright but shares enough features with the main hand to be equated with it; this script is also used for item 2 (fol. ii).",,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_112_hand_4,manuscript_3919,Christ Church,Christ_Church_MS_112,Christ Church MS. 112,,Christ_Church_MS_112,,"Of the manuscripts just mentioned, the first, Cambridge: Corpus Christi College, MS. 101 also, at its pp. 1–6, provides a match for the script seen in items 2 and 8–11. M. R. James tentatively identified the scribe as John Joscelyn (A Descriptive Catalogue of the Manuscripts in Corpus Christi College, Cambridge, 2 vols (Cambridge, 1912), 2:190), but that attribution is to be rejected and it may, indeed, be another script by Batman, a protean scribe.",,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_113_hand_1,manuscript_3920,Christ Church,Christ_Church_MS_113,Christ Church MS. 113,,Christ_Church_MS_113,,Written in a humanist littera antiqua with frequent ligatures and rounded feet to many letters by Matteo Contugi of Volterra.,,,,,Matteo Contugi of Volterra,person_96504329,,0,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_113_hand_2,manuscript_3920,Christ Church,Christ_Church_MS_113,Christ Church MS. 113,,Christ_Church_MS_113,,"Matteo Contugi, who must have been born by 1429 and who died in 1493, was active as a scribe in several north Italian locales. There are two recent and independent reconstructions of his career: Maria Gabriella Critelli, ‘Per la carrier di Matteo Contugi. A proposito di un testimone delle orazioni di Giovanni Antonio Campano (MS BAV, Urb. lat. 324) e della sua datazione’ in Ambrogio M. Piazzoni ed., Studi in onore del Cardinale Raffaele Farina, Studi e Testi 477–78, 2 vols (Vatican City, 2013), 1:251–302, and David S. Chambers, ‘Matteo Contugi of Volterra (d. 1493): scribe and secret agent’ in Robert Black, Jill Kraye and Laura Nuvoloni ed., Palaeography, Manuscript Illumination and Humanism in Renaissance Italy: Studies in Memory of A. C. de la Mare (London, 2016), 171–198. Chambers provides a listing of twenty-two manuscripts attributed to him (186–89, this manuscript and its companion, MS 114, at 187). Twelve of those codices are signed, with the Benedictines of Le Bouveret, Colophons des manuscrits occidentaux des origines au xvi, 5 vols, Spicilegii Friburgensis Subsidia 2–6 (Fribourg, 1965–79), 4:166–67, noting ten of them (nos 13398–13408; this MS is their no. 13406, misassigned to Corpus Christi College; their listing omits Florence: Biblioteca Laurenziana, MS Plut. 54. 20 and BAV, MS Urb. lat. 548, and has duplicate entries, at no. 13400 and 13408, for BL, MS Yates Thompson 7). Contugi also appears, as scribe no. 291, in Albert Derolez, e siècleCodicologie des manuscrits en écriture humanistique sur parchemin, 2 vols (Turnhout, 1984), 1:184 (with this MS and MS 114 as catalogue no. 605, at 2:94).",,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_113_hand_3,manuscript_3920,Christ Church,Christ_Church_MS_113,Christ Church MS. 113,,Christ_Church_MS_113,,"Punctuation by point, punctus elevatus, and virgula.",,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_114_hand_1,manuscript_3921,Christ Church,Christ_Church_MS_114,Christ Church MS. 114,,Christ_Church_MS_114,,"Written in the same littera antiqua as our MS 113, ie by Matteo Contugi.",,,,,Matteo Contugi,person_96504329,,0,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_114_hand_2,manuscript_3921,Christ Church,Christ_Church_MS_114,Christ Church MS. 114,,Christ_Church_MS_114,,"Punctuated much more lightly than the preceding manuscript, by occasional point, double point, punctus elevatus, and punctus interrogativus.",,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_115_hand_1,manuscript_3922,Christ Church,Christ_Church_MS_115,Christ Church MS. 115,,Christ_Church_MS_115,,"Written in protogothic bookhand, one scribe for most of the texts, a second for the contents tables and some text openings.",,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_115_hand_2,manuscript_3922,Christ Church,Christ_Church_MS_115,Christ Church MS. 115,,Christ_Church_MS_115,,Punctuation by point and punctus elevatus.,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_115_hand_3,manuscript_3922,Christ Church,Christ_Church_MS_115,Christ Church MS. 115,,Christ_Church_MS_115,,"Thomson (23–24) associates the manuscript with a group of books produced at St. Albans during the abbacy of Geoffrey Gorron (1119–46). He finds particular affinities with two other MSS, probably of the 1120s: the two-volume Josephus, BL, MSS Royal 13 D.vi-vii, and Cambridge: King’s College, MS 19 (Bede on the Canticle). Indeed, the scribe who copied this MS is also the hand of King’s College 19, fols 22–125 (Thomson, 84). And the hand of the contents tables for individual items, here also writing textual openings so as to set a pattern for the scribe, is Thomson’s ‘master-scribe’ whom he designates ‘Scribe A’, probably the director of the abbey scriptorium and responsible for portions of several other codices. The manuscript is no. 58 in Thomson’s list of abbey books (111–12), and his study includes several reproductions: plates 32 (fol. 5), 33 (fol. 3), 56 (fol. 32v), 57 (fol. 77), 58 (fol. 138v).",,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_121_hand_1,manuscript_3923,Christ Church,Christ_Church_MS_121,Christ Church MS. 121,,Christ_Church_MS_121,,Written in anglicana with secretary a.,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_121_hand_2,manuscript_3923,Christ Church,Christ_Church_MS_121,Christ Church MS. 121,,Christ_Church_MS_121,,Punctuation by point only.,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_122_hand_1,manuscript_3924,Christ Church,Christ_Church_MS_122,Christ Church MS. 122,,Christ_Church_MS_122,,Written in a tiny gothic textura quadrata.,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_122_hand_2,manuscript_3924,Christ Church,Christ_Church_MS_122,Christ Church MS. 122,,Christ_Church_MS_122,,Punctuation by point only.,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_123_hand_1,manuscript_3925,Christ Church,Christ_Church_MS_123,Christ Church MS. 123,,Christ_Church_MS_123,,Written in a small anglicana formata.,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_123_hand_2,manuscript_3925,Christ Church,Christ_Church_MS_123,Christ Church MS. 123,,Christ_Church_MS_123,,Punctuation by occasional point only.,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_125_hand_1,manuscript_3926,Christ Church,Christ_Church_MS_125,Christ Church MS. 125,,Christ_Church_MS_125,,"Written throughout in one tiny secretary script with headings in thick humanist cursive, the scribe and author identifying himself at fol. 201 as John Hargrave.",,,,,John Hargrave,person_2605,,0,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_138_hand_1,manuscript_3927,Christ Church,Christ_Church_MS_138,Christ Church MS. 138,,Christ_Church_MS_138,,Written in secretary.,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_138_hand_2,manuscript_3927,Christ Church,Christ_Church_MS_138,Christ Church MS. 138,,Christ_Church_MS_138,,Punctuation by point only.,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_140_hand_1,manuscript_3928,Christ Church,Christ_Church_MS_140,Christ Church MS. 140,,,,Italic script.,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_140_hand_2,manuscript_3928,Christ Church,Christ_Church_MS_140,Christ Church MS. 140,,,fragment,Textura rotunda with shaded ascenders,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_145_hand_1,manuscript_3929,Christ Church,Christ_Church_MS_145,Christ Church MS. 145,,Christ_Church_MS_145,,"Written in gothic textura semiquadrata, excepting item 1, probably by a single scribe.",,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_145_hand_2,manuscript_3929,Christ Church,Christ_Church_MS_145,Christ Church MS. 145,,Christ_Church_MS_145,,"Punctuation by point, punctus elevatus, and virgula (the last often red-slashed).",,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_146_hand_1,manuscript_3930,Christ Church,Christ_Church_MS_146,Christ Church MS. 146,,Christ_Church_MS_146,,Written in gothic textura semiquadrata.,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_146_hand_2,manuscript_3930,Christ Church,Christ_Church_MS_146,Christ Church MS. 146,,Christ_Church_MS_146,,"Punctuation by double point, virgula, punctus interrogativus, and occasional point.",,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_147_hand_1,manuscript_3931,Christ Church,Christ_Church_MS_147,Christ Church MS. 147,,Christ_Church_MS_147,,Written in gothic textura quadrata.,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_147_hand_2,manuscript_3931,Christ Church,Christ_Church_MS_147,Christ Church MS. 147,,Christ_Church_MS_147,,Punctuation by point and double point.,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_148_hand_1,manuscript_3932,Christ Church,Christ_Church_MS_148,Christ Church MS. 148,,Christ_Church_MS_148,,"Written in anglicana, by the early London ‘Scribe D’.",,,,,Scribe D,person_2839,,0,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_148_hand_2,manuscript_3932,Christ Church,Christ_Church_MS_148,Christ Church MS. 148,,Christ_Church_MS_148,,Unpunctuated.,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_148_hand_3,manuscript_3932,Christ Church,Christ_Church_MS_148,Christ Church MS. 148,,Christ_Church_MS_148,,"A. I. Doyle and M. B. Parkes, ‘The Production of Copies of the Canterbury Tales and the Confessio Amantis in the Early Fifteenth Century’ in Medieval Scribes, Manuscripts and Libraries, 163–203 (full reference at MS 115 above), offer an extensive analysis of this unusually prolific scribe; see 164, 166, 174–82, 192–96, 200–1, 206–8 (for his apparently close relationship to ‘Scribe Delta’), 208–10. They identify as in this hand part or all of six more Gower MSS: Cambridge: Trinity College, MS R.3.2, fols 66–73v, 113rb/15–54v; BodL, MSS Bodley 294 and Bodley 902, fols 2–16v; Oxford: Corpus Christi College, MS 67 (on which see also Scott, 2:109–11 (no. 28), with discussion of the scribe’s artistic connections); New York: Columbia University Library, MS Plimpton 265; BL, MS Egerton 1991; as well as: University of London Library, MS V.88 (the ‘Ilchester’ Piers Plowman, C Version); BL, MS. Add. 27944, fols 2–7v, 1 96–335v (Trevisa’s Bartholomæus); BL, MS Harley 7334, and Oxford: Corpus Christi College, MS 198 (both Canterbury Tales). The scribe now appears in the on-line database developed by Profs Linne Mooney and Simon Horobin of Late Medieval English Scribes, where he is equated with John Marchaunt, and Princeton: University Library, MS Taylor 5 (olim Phillipps 8192) added to his oeuvre. The database provides an image of fol. 102v [last accessed 29th December 2015]. The equation of Scribe D with Marchaunt is proposed in detail by Linne R. Mooney and Estelle Stubbs, Scribes and the City: London Guildhall clerks and the dissemination of Middle English literature, 1375–1425, York Medieval Press (Woodbridge, 2013), 38–65.",,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_150_hand_1,manuscript_3933,Christ Church,Christ_Church_MS_150,Christ Church MS. 150,,Christ_Church_MS_150,,"Written throughout by one scribe, who is identifiable as Robert Tyas (see provenance). His script varies through the manuscript but is persistently tiny, usually slightly slanted and italic-influenced.",,,,,Robert Tyas,person_2638,,0,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_151_hand_1,manuscript_3934,Christ Church,Christ_Church_MS_151,Christ Church MS. 151,,Christ_Church_MS_151,,Written in secretary.,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_151_hand_2,manuscript_3934,Christ Church,Christ_Church_MS_151,Christ Church MS. 151,,Christ_Church_MS_151,,"Unpunctuated, rare point.",,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_152_hand_1,manuscript_3935,Christ Church,Christ_Church_MS_152,Christ Church MS. 152,,Christ_Church_MS_152,,"Written in anglicana, originally a single scribe for items 2 and 6, who later added item 3; subsequently, another scribe, also writing an anglicana, inserted item 4 and, at another sitting, item 5. The second scribe has been tentatively identified with the ‘Morganus Scribe’, responsible for BodL, MS Ashmole 45: see the Late Medieval English Scribes website [last accessed 16th June 2016]. However, the contrast between the script in the Ashmole manuscript and in ours goes beyond a matter of grade; the differences of ductus suggest the identification should be rejected. More plausible is the possibility that this second scribe is the Thomas Vause who adds his name in the margin at fol. 72 (see provenance).",,,,,Thomas Vause,person_2644,,0,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_152_hand_2,manuscript_3935,Christ Church,Christ_Church_MS_152,Christ Church MS. 152,,Christ_Church_MS_152,,"Punctuation in the verse by occasional point at mid-line, occasional virgula and comma at line ends, and punctus interrogativus; in the prose, by point, virgula, and double virgula (these last perhaps unfulfilled instructions for paraphs).",,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_153_hand_1,manuscript_3936,Christ Church,Christ_Church_MS_153,Christ Church MS. 153,,Christ_Church_MS_153,,Written in anglicana.,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_153_hand_2,manuscript_3936,Christ Church,Christ_Church_MS_153,Christ Church MS. 153,,Christ_Church_MS_153,,"Unpunctuated, a rare point at line ends.",,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_154_hand_1,manuscript_3937,Christ Church,Christ_Church_MS_154,Christ Church MS. 154,,Christ_Church_MS_154,,Written throughout in one calligraphic secretary script.,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_167_hand_1,manuscript_3938,Christ Church,Christ_Church_MS_167,Christ Church MS. 167,,Christ_Church_MS_167,,"Two contemporaneous scripts combining italic and secretary features, with first hand writing fol. 1–30 and the second fol. 31–49v (ie the final two sections). Kitchin dated the manuscript to ‘saec. xvi’, noting correctly that ‘the latest date of a printed book given is A. D. 1574’; the scripts, however, may be as late as the early seventeenth century.",,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_178_hand_1,manuscript_3939,Christ Church,Christ_Church_MS_178,Christ Church MS. 178,,Christ_Church_MS_178,,Written in gothic textura quadrata.,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_178_hand_2,manuscript_3939,Christ Church,Christ_Church_MS_178,Christ Church MS. 178,,Christ_Church_MS_178,,Punctuation by point and punctus elevatus.,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_179_hand_1,manuscript_3940,Christ Church,Christ_Church_MS_179,Christ Church MS. 179,,Christ_Church_MS_179,,"Written in French bastard secretary (lettre bâtarde): it has been assumed that there are three scribes at work (eg Joanna Frońska at S. McKendrick, J. Lowden and K. Doyle ed., Royal Manuscripts. The Genius of Illumination (London, 2011), 177) but, while item 1 is in a more florid grade than the items following, there are enough similarities to be confident that this is the work of one hand",,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_179_hand_2,manuscript_3940,Christ Church,Christ_Church_MS_179,Christ Church MS. 179,,Christ_Church_MS_179,,"The scribe is also responsible for BL, MS Royal 12 A.xvi, Stephen Baron, Tractatulus de regimine seu caritate principum which has been dated to c. 1509 – c. 1513.",,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_179_hand_3,manuscript_3940,Christ Church,Christ_Church_MS_179,Christ Church MS. 179,,Christ_Church_MS_179,,"Punctuation by point, punctus elevatus, and virgula, occasional double point on fol. 2r-v, point only thereafter.",,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_180_hand_1,manuscript_3941,Christ Church,Christ_Church_MS_180,Christ Church MS. 180,,Christ_Church_MS_180,,"The manuscript announces itself, in its prefatory material, to be the work of Esther Inglis; she was the daughter of Huguenot émigrés and herself a prolific professional copyist (1571–1624), and is depicted at fol. viii. The fullest discussion of her oeuvre is provided by A. H. Scott-Elliot and Elspeth Yeo, ‘Calligraphic Manuscripts of Esther Inglis (1571–1624): A Catalogue’, Papers of the Bibiographical Society of America, 84 (1990), 11–86, who list 55 products of her pen, with ours as no. 7; that list is now supplemented by Nicholas Barker’s introduction to the Roxburghe Club facsimile of Stokenchurch: Wormsley Library, MS RH158, entitled Esther Inglis’s Les Proverbes de Salomon ([London], 2012); Barker adds six items to her oeuvre. Information about Inglis can also be found on the on-line Perdita Manuscripts project [accessed 5th May 2014]. Like many of her manuscripts, our codex is a calligraphic tour-de-force, in which she demonstrates her mastery of an impressive range of scripts.",,,,,Esther Inglis,person_95809102,,0,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_338_hand_1,manuscript_3942,Christ Church,Christ_Church_MS_338,Christ Church MS. 338,,Christ_Church_MS_338,,"Written in formal secretary, datable to the year of the college’s foundation, ie 1528 (but not in Watson, DMO).",,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_338_hand_2,manuscript_3942,Christ Church,Christ_Church_MS_338,Christ Church MS. 338,,Christ_Church_MS_338,,"Punctuation by point, modern comma, and virgula.",,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_339_hand_1,manuscript_3943,Christ Church,Christ_Church_MS_339,Christ Church MS. 339,,Christ_Church_MS_339,,"Written in bastard secretary (anglicana d), with frequent display textura to introduce clauses, dated to 1525 (but not in Watson, DMO).",,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_339_hand_2,manuscript_3943,Christ Church,Christ_Church_MS_339,Christ Church MS. 339,,Christ_Church_MS_339,,Punctuation by occasional point and punctus elevatus.,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Christ_Church_MS_340_hand_1,manuscript_3944,Christ Church,Christ_Church_MS_340,Christ Church MS. 340,,Christ_Church_MS_340,,"Written in anglicana formata, in the main a single hand (the latest document in the volume is dated 1411 [p. 58b]).",,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
